study_hours_per_week,attendance_rate,midterm_score,homework_avg_score,sleep_hours_per_night,time_on_social_media_min_per_day,gender,commute_time_minutes,has_part_time_job,favorite_music_genre,final_exam_score
17.6,0.76,54.0,66.0,6.1,143.0,1.0,8.0,1.0,calm,84.0
11.4,0.89,87.0,53.0,5.1,162.0,0.0,57.0,1.0,calm,85.0
21.3,0.82,93.0,60.0,9.0,242.0,0.0,55.0,1.0,calm,97.0
10.0,0.73,74.0,43.0,6.0,163.0,0.0,78.0,0.0,energetic,76.0
21.7,0.6,59.0,48.0,5.1,255.0,0.0,9.0,1.0,energetic,77.0
26.7,0.75,61.0,65.0,8.3,33.0,1.0,9.0,0.0,energetic,97.0
18.2,0.65,87.0,70.0,9.3,61.0,1.0,74.0,1.0,calm,96.0
20.2,0.66,75.0,44.0,10.0,61.0,1.0,75.0,0.0,energetic,96.0
15.0,0.59,91.0,66.0,6.4,187.0,0.0,41.0,0.0,energetic,82.0
24.6,0.74,63.0,62.0,8.8,209.0,0.0,78.0,1.0,energetic,84.0
31.1,0.82,82.0,46.0,5.5,288.0,0.0,46.0,1.0,calm,94.0
19.9,0.72,59.0,58.0,4.6,71.0,0.0,74.0,1.0,energetic,81.0
19.1,0.8,55.0,62.0,9.6,131.0,1.0,89.0,1.0,calm,82.0
14.9,0.53,75.0,58.0,4.7,260.0,0.0,46.0,1.0,calm,79.0
36.7,0.95,45.0,59.0,5.9,270.0,0.0,49.0,1.0,energetic,95.0
23.8,0.8,43.0,49.0,4.2,101.0,1.0,14.0,1.0,calm,84.0
14.7,0.72,87.0,69.0,7.9,287.0,0.0,62.0,0.0,energetic,87.0
17.4,0.66,77.0,66.0,7.3,160.0,0.0,27.0,0.0,calm,83.0
25.1,0.73,80.0,60.0,8.2,273.0,1.0,21.0,0.0,calm,93.0
37.5,0.78,88.0,62.0,4.0,117.0,0.0,65.0,1.0,energetic,100.0
15.3,0.65,91.0,64.0,5.4,45.0,1.0,49.0,1.0,energetic,92.0
34.3,0.91,70.0,53.0,7.1,113.0,1.0,34.0,0.0,energetic,100.0
20.2,0.84,49.0,44.0,9.2,181.0,1.0,35.0,1.0,energetic,80.0
28.2,0.71,53.0,37.0,6.4,281.0,0.0,34.0,0.0,energetic,77.0
37.3,0.9,46.0,49.0,4.3,264.0,1.0,29.0,1.0,calm,90.0
25.6,0.79,65.0,44.0,8.1,244.0,0.0,47.0,0.0,calm,92.0
9.1,0.68,80.0,61.0,9.2,185.0,0.0,77.0,1.0,energetic,84.0
13.0,0.5,91.0,48.0,6.4,141.0,0.0,15.0,0.0,energetic,79.0
29.4,0.88,74.0,66.0,4.3,124.0,0.0,64.0,1.0,calm,98.0
31.1,0.9,82.0,62.0,5.7,130.0,0.0,85.0,0.0,calm,100.0
33.0,0.72,50.0,36.0,4.3,186.0,1.0,16.0,0.0,calm,84.0
9.4,0.56,69.0,42.0,7.6,233.0,1.0,79.0,1.0,energetic,72.0
27.9,0.68,65.0,44.0,10.0,288.0,1.0,29.0,1.0,energetic,91.0
19.9,0.73,70.0,43.0,9.1,292.0,0.0,19.0,0.0,calm,85.0
38.4,0.91,58.0,63.0,9.4,59.0,1.0,59.0,0.0,energetic,96.0
38.7,0.82,82.0,60.0,9.3,163.0,1.0,81.0,0.0,energetic,100.0
37.8,0.61,64.0,47.0,4.1,253.0,0.0,85.0,0.0,calm,95.0
13.3,0.6,55.0,49.0,4.0,41.0,1.0,82.0,0.0,calm,76.0
32.6,0.72,63.0,49.0,7.7,244.0,1.0,15.0,0.0,calm,93.0
32.0,0.81,69.0,45.0,4.2,41.0,1.0,65.0,0.0,energetic,100.0
9.0,0.45,64.0,39.0,6.0,227.0,0.0,42.0,0.0,calm,62.0
11.4,0.5,90.0,73.0,5.3,164.0,1.0,13.0,1.0,calm,85.0
15.2,0.32,45.0,37.0,9.4,164.0,0.0,25.0,1.0,energetic,59.0
26.0,0.75,47.0,36.0,6.0,75.0,1.0,88.0,1.0,calm,83.0
36.2,1.0,63.0,42.0,4.2,241.0,1.0,42.0,1.0,energetic,100.0
33.6,0.58,56.0,66.0,6.4,208.0,0.0,62.0,1.0,calm,91.0
34.1,0.78,91.0,59.0,7.6,101.0,0.0,8.0,0.0,calm,100.0
12.4,0.56,57.0,46.0,9.1,167.0,0.0,79.0,0.0,calm,64.0
11.8,0.52,77.0,48.0,9.6,124.0,0.0,44.0,0.0,energetic,81.0
32.3,0.88,42.0,44.0,9.9,110.0,1.0,25.0,1.0,energetic,89.0
28.0,0.93,74.0,62.0,6.2,182.0,1.0,51.0,1.0,calm,100.0
23.1,0.58,80.0,63.0,,226.0,1.0,86.0,1.0,calm,89.0
27.5,0.71,78.0,71.0,8.8,129.0,0.0,28.0,0.0,calm,96.0
20.5,0.78,75.0,68.0,4.6,164.0,1.0,62.0,0.0,calm,88.0
23.0,0.79,54.0,59.0,5.7,208.0,0.0,63.0,0.0,energetic,83.0
23.8,0.82,74.0,62.0,9.6,209.0,0.0,22.0,0.0,calm,92.0
35.1,0.93,57.0,42.0,7.8,177.0,0.0,16.0,0.0,calm,92.0
,0.82,44.0,49.0,4.2,177.0,0.0,23.0,0.0,calm,72.0
34.2,0.86,67.0,52.0,7.5,132.0,0.0,72.0,0.0,calm,100.0
35.3,0.86,67.0,45.0,9.7,45.0,0.0,19.0,0.0,energetic,100.0
22.1,0.72,50.0,35.0,7.0,201.0,0.0,84.0,0.0,calm,76.0
21.1,0.7,58.0,39.0,8.3,217.0,1.0,25.0,1.0,energetic,82.0
26.0,0.76,59.0,43.0,5.7,76.0,0.0,20.0,1.0,energetic,89.0
24.9,0.72,88.0,62.0,6.0,240.0,1.0,34.0,0.0,calm,93.0
17.0,0.52,72.0,57.0,8.2,141.0,1.0,9.0,1.0,energetic,85.0
11.4,0.5,83.0,54.0,5.9,176.0,1.0,22.0,1.0,energetic,79.0
36.8,1.0,87.0,65.0,8.1,264.0,0.0,32.0,1.0,calm,100.0
20.5,0.83,63.0,61.0,4.6,103.0,0.0,50.0,0.0,energetic,86.0
15.0,0.48,92.0,71.0,5.2,234.0,0.0,36.0,1.0,energetic,82.0
30.7,0.87,89.0,53.0,6.0,146.0,0.0,77.0,1.0,calm,100.0
6.1,0.62,62.0,51.0,5.4,112.0,1.0,76.0,0.0,calm,72.0
31.5,0.75,74.0,58.0,7.0,66.0,1.0,83.0,1.0,calm,100.0
27.7,0.87,47.0,49.0,6.9,204.0,1.0,88.0,1.0,energetic,85.0
5.1,0.53,60.0,46.0,9.0,-172.80952763899262,1.0,14.0,0.0,calm,66.0
13.3,0.69,59.0,50.0,9.5,126.0,1.0,49.0,1.0,energetic,76.0
27.0,0.78,95.0,57.0,6.2,165.0,1.0,81.0,1.0,energetic,98.0
16.9,0.74,83.0,56.0,5.7,193.0,0.0,28.0,0.0,calm,82.0
19.5,0.65,68.0,62.0,7.6,142.0,1.0,65.0,1.0,calm,89.0
24.9,0.84,75.0,50.0,5.7,135.0,1.0,36.0,1.0,energetic,91.0
28.5,0.7,75.0,48.0,8.3,291.0,0.0,88.0,1.0,calm,94.0
34.5,0.6,76.0,51.0,6.0,179.0,0.0,44.0,0.0,calm,97.0
22.7,0.83,46.0,64.0,4.7,258.0,1.0,8.0,0.0,calm,81.0
11.4,0.74,71.0,54.0,6.3,167.0,1.0,38.0,0.0,calm,77.0
5.9,0.66,84.0,56.0,9.7,213.0,0.0,59.0,1.0,energetic,76.0
5.9,0.62,47.0,37.0,7.5,191.0,0.0,62.0,0.0,energetic,60.0
34.4,0.88,88.0,73.0,8.9,35.0,1.0,45.0,1.0,calm,100.0
20.2,0.58,64.0,47.0,4.2,202.0,1.0,59.0,0.0,energetic,75.0
14.5,0.68,42.0,58.0,9.8,286.0,1.0,35.0,0.0,calm,70.0
38.7,0.87,61.0,41.0,4.2,247.0,0.0,29.0,1.0,calm,90.0
24.0,0.65,89.0,61.0,4.4,79.0,1.0,168.62190260814432,0.0,energetic,99.0
9.4,0.47,93.0,55.0,9.1,98.0,1.0,81.0,1.0,energetic,82.0
11.0,0.48,81.0,71.0,5.9,147.0,0.0,23.0,1.0,energetic,79.0
28.4,0.9,86.0,68.0,8.9,294.0,0.0,43.0,0.0,calm,100.0
19.1,0.67,58.0,57.0,4.9,127.0,1.0,51.0,0.0,calm,80.0
8.1,0.64,79.0,64.0,8.4,142.0,0.0,87.0,1.0,energetic,84.0
22.2,0.68,72.0,60.0,4.0,251.0,0.0,84.0,0.0,energetic,86.0
34.4,0.86,67.0,60.0,7.8,91.0,1.0,18.0,0.0,calm,100.0
15.0,0.76,94.0,61.0,5.8,127.0,1.0,77.0,1.0,calm,95.0
26.6,0.84,68.0,51.0,6.6,279.0,1.0,65.0,0.0,energetic,94.0
25.9,0.75,76.0,47.0,6.0,97.0,0.0,68.0,1.0,calm,92.0
9.3,0.52,94.0,58.0,7.0,244.0,1.0,51.0,0.0,energetic,82.0
23.9,0.81,82.0,51.0,7.1,186.0,1.0,72.0,1.0,calm,96.0
17.7,0.64,46.0,60.0,6.1,200.0,1.0,19.0,1.0,energetic,77.0
17.5,0.65,59.0,52.0,9.8,124.0,1.0,11.0,0.0,energetic,75.0
33.6,0.91,81.0,61.0,9.2,266.0,1.0,60.0,1.0,energetic,100.0
38.3,0.99,51.0,43.0,5.2,218.0,0.0,63.0,0.0,calm,97.0
7.4,0.53,65.0,66.0,6.0,100.0,1.0,39.0,1.0,energetic,78.0
14.0,0.62,74.0,43.0,8.1,39.0,0.0,81.0,0.0,energetic,79.0
9.1,0.85,95.0,57.0,8.8,204.0,1.0,32.0,0.0,calm,89.0
36.5,0.75,86.0,62.0,9.8,215.0,0.0,64.0,0.0,energetic,100.0
37.1,0.9,45.0,61.0,4.4,69.0,1.0,17.0,0.0,calm,97.0
7.2,0.57,51.0,49.0,7.7,76.0,1.0,76.0,0.0,calm,68.0
8.9,0.56,74.0,42.0,6.7,297.0,0.0,82.0,0.0,calm,76.0
8.8,0.75,60.0,39.0,8.8,56.0,1.0,46.0,0.0,calm,79.0
38.7,0.81,73.0,55.0,9.3,133.0,0.0,76.0,0.0,energetic,100.0
28.6,0.63,52.0,52.0,6.6,116.0,1.0,71.0,1.0,energetic,86.0
10.3,0.49,87.0,70.0,9.9,32.0,0.0,20.0,1.0,calm,81.0
11.4,0.52,64.0,40.0,9.7,197.0,1.0,78.0,0.0,calm,66.0
16.7,0.64,69.0,58.0,6.5,126.0,1.0,81.0,0.0,energetic,81.0
33.8,0.72,64.0,55.0,9.2,240.0,1.0,24.0,0.0,energetic,91.0
19.8,0.83,87.0,58.0,7.6,193.0,0.0,151.944710436688,0.0,energetic,93.0
8.7,0.59,89.0,73.0,9.3,178.0,0.0,80.0,0.0,energetic,82.0
36.8,0.84,66.0,65.0,9.4,201.0,1.0,42.0,0.0,calm,100.0
12.9,,94.0,76.0,6.7,39.0,1.0,61.0,1.0,calm,100.0
15.1,0.56,49.0,60.0,6.9,68.0,1.0,27.0,1.0,energetic,79.0
11.0,0.53,41.0,62.0,7.9,235.0,1.0,15.0,1.0,energetic,65.0
17.8,0.66,58.0,46.0,5.2,163.0,1.0,37.0,1.0,calm,74.0
36.2,0.89,54.0,48.0,6.5,140.0,1.0,51.0,0.0,calm,99.0
32.8,0.79,45.0,42.0,7.6,180.0,0.0,47.0,0.0,energetic,84.0
37.1,0.99,78.0,72.0,8.5,246.0,1.0,80.0,0.0,energetic,100.0
16.9,0.68,81.0,67.0,4.9,64.0,0.0,33.0,1.0,energetic,92.0
16.0,0.66,64.0,57.0,8.4,238.0,0.0,24.0,1.0,calm,78.0
34.9,0.83,70.0,66.0,7.8,224.0,0.0,64.0,1.0,energetic,100.0
34.9,0.76,46.0,50.0,4.3,181.0,1.0,17.0,1.0,energetic,86.0
17.4,0.65,94.0,66.0,9.9,107.0,1.0,89.0,1.0,energetic,100.0
34.6,0.89,62.0,56.0,9.8,106.0,1.0,79.0,0.0,calm,97.0
24.3,0.63,52.0,10.947963778098043,8.2,163.0,0.0,67.0,0.0,calm,83.0
10.2,0.64,46.0,51.0,7.1,150.0,1.0,45.0,0.0,energetic,68.0
22.7,0.77,48.0,53.0,5.6,136.0,0.0,56.0,1.0,energetic,81.0
9.3,0.57,43.0,45.0,6.7,67.0,1.0,33.0,0.0,calm,71.0
31.0,0.72,88.0,61.0,9.2,192.0,1.0,54.0,0.0,calm,100.0
23.8,0.71,62.0,60.0,8.0,31.0,0.0,77.0,1.0,energetic,88.0
28.1,0.76,62.0,41.0,4.2,76.0,1.0,16.0,1.0,calm,87.0
38.6,1.0,80.0,56.0,5.9,140.0,0.0,24.0,0.0,calm,100.0
33.1,0.7,48.0,46.0,4.9,299.0,0.0,87.0,0.0,calm,87.0
38.9,0.98,55.0,59.0,6.0,184.0,1.0,84.0,0.0,calm,100.0
34.8,0.81,69.0,66.0,6.1,165.0,1.0,13.0,0.0,calm,100.0
29.1,0.74,61.0,64.0,6.1,293.0,0.0,81.0,0.0,energetic,89.0
19.0,0.56,69.0,48.0,4.2,202.0,1.0,60.0,0.0,calm,76.0
9.4,0.66,91.0,64.0,9.1,280.0,1.0,85.0,1.0,energetic,84.0
36.0,0.99,86.0,65.0,9.6,176.0,0.0,16.0,0.0,calm,100.0
6.6,0.54,45.0,45.0,8.7,209.0,1.0,54.0,0.0,calm,58.0
15.4,0.7,53.0,44.0,6.5,115.0,0.0,49.0,0.0,calm,77.0
32.9,0.89,57.0,44.0,7.5,225.0,0.0,27.0,0.0,energetic,92.0
10.7,0.58,75.0,49.0,9.4,123.0,1.0,7.0,0.0,energetic,74.0
35.5,0.68,75.0,67.0,8.3,258.0,0.0,80.0,1.0,energetic,100.0
18.0,0.48,66.0,54.0,4.7,268.0,1.0,34.0,0.0,energetic,77.0
31.4,0.8,87.0,62.0,6.0,294.0,0.0,38.0,1.0,calm,99.0
32.0,0.72,91.0,50.0,5.4,197.0,0.0,70.0,0.0,energetic,100.0
11.5,0.72,71.0,42.0,5.5,59.0,1.0,23.0,1.0,calm,80.0
18.0,0.79,52.0,48.0,5.4,191.0,1.0,83.0,1.0,calm,80.0
24.7,0.85,42.0,61.0,7.7,180.0,0.0,81.0,0.0,calm,82.0
34.9,0.84,58.0,61.0,4.5,175.0,1.0,66.0,1.0,energetic,100.0
32.9,0.77,51.0,60.0,7.8,248.0,0.0,58.0,0.0,calm,94.0
25.2,0.91,87.0,53.0,7.5,111.0,1.0,45.0,0.0,energetic,100.0
21.8,0.94,52.0,108.97711848815314,7.9,85.0,0.0,38.0,0.0,energetic,89.0
11.1,0.38,60.0,38.0,5.5,269.0,1.0,46.0,1.0,energetic,64.0
28.4,0.8,68.0,46.0,7.8,62.0,0.0,77.0,0.0,energetic,94.0
20.5,0.64,70.0,54.0,4.1,143.0,0.0,31.0,0.0,energetic,81.0
34.7,0.9,79.0,50.0,4.1,279.0,1.0,11.0,0.0,calm,100.0
25.8,0.71,85.0,49.0,5.2,235.0,0.0,56.0,0.0,calm,96.0
24.0,0.65,48.0,60.0,5.3,157.0,0.0,74.0,0.0,calm,81.0
39.5,0.94,72.0,57.0,5.1,217.0,,28.0,0.0,energetic,100.0
5.6,0.57,62.0,67.0,9.9,236.0,1.0,60.0,1.0,energetic,66.0
30.9,0.73,80.0,47.0,5.4,286.0,1.0,51.0,1.0,calm,99.0
33.6,0.91,77.0,56.0,8.0,209.0,0.0,49.0,1.0,energetic,100.0
29.1,0.55,62.0,53.0,4.2,282.0,1.0,88.0,0.0,calm,85.0
10.0,0.57,48.0,64.0,6.4,67.0,1.0,45.0,0.0,calm,73.0
29.6,0.76,51.0,37.0,4.3,145.0,1.0,8.0,0.0,calm,83.0
35.6,0.88,48.0,58.0,8.5,131.0,1.0,11.0,0.0,energetic,94.0
17.4,0.85,82.0,55.0,4.1,54.0,0.0,20.0,0.0,energetic,94.0
27.8,0.66,74.0,55.0,6.4,34.0,0.0,55.0,0.0,energetic,96.0
36.0,0.85,75.0,52.0,9.7,91.0,0.0,16.0,0.0,calm,99.0
39.0,0.68,60.0,66.0,5.4,249.0,0.0,41.0,1.0,calm,97.0
17.6,0.53,92.0,62.0,4.5,153.0,0.0,90.0,0.0,energetic,82.0
17.6,0.63,87.0,76.0,6.0,69.0,0.0,38.0,1.0,calm,91.0
28.5,0.78,80.0,46.0,4.9,267.0,0.0,6.0,1.0,energetic,91.0
14.7,0.68,56.0,41.0,8.2,110.0,0.0,,0.0,calm,72.0
37.8,0.87,83.0,48.0,4.3,199.0,0.0,90.0,0.0,calm,100.0
29.4,0.82,95.0,68.0,4.5,52.0,0.0,35.0,0.0,energetic,100.0
38.3,0.93,46.0,,5.1,60.0,0.0,18.0,0.0,energetic,93.0
10.3,0.49,58.0,59.0,8.9,46.0,0.0,43.0,0.0,energetic,66.0
16.1,0.7,80.0,68.0,4.2,200.0,0.0,63.0,0.0,calm,85.0
12.3,0.77,69.0,67.0,8.7,234.0,0.0,76.0,1.0,energetic,85.0
26.6,0.81,44.0,46.0,5.0,285.0,1.0,64.0,1.0,energetic,84.0
22.6,0.85,50.0,45.0,6.2,253.0,0.0,46.0,0.0,calm,79.0
22.2,0.69,60.0,61.0,7.4,78.0,0.0,16.0,0.0,energetic,88.0
12.8,0.74,72.0,61.0,4.1,161.0,1.0,75.0,0.0,calm,78.0
33.7,0.68,67.0,54.0,8.2,270.0,1.0,76.0,1.0,calm,97.0
7.8,0.64,61.0,60.0,10.0,147.0,0.0,7.0,1.0,energetic,67.0
16.0,0.78,42.0,61.0,6.4,192.0,1.0,60.0,0.0,calm,79.0
9.7,0.82,40.0,35.0,9.8,199.0,1.0,15.0,1.0,energetic,61.0
23.7,0.93,59.0,53.0,4.6,78.0,1.0,32.0,0.0,energetic,92.0
22.4,0.87,50.0,47.0,6.3,150.0,0.0,55.0,1.0,calm,77.0
30.5,0.81,42.0,62.0,8.8,150.0,1.0,67.0,0.0,calm,94.0
14.6,0.57,75.0,44.0,5.8,102.0,0.0,9.0,1.0,calm,79.0
5.2,0.56,43.0,46.0,4.0,95.0,0.0,40.0,0.0,calm,58.0
39.6,0.72,85.0,59.0,7.3,30.0,1.0,17.0,1.0,energetic,100.0
33.5,0.74,75.0,47.0,8.6,169.0,1.0,63.0,1.0,energetic,99.0
19.5,0.85,94.0,77.0,4.9,234.0,1.0,11.0,1.0,energetic,96.0
35.6,0.8,75.0,51.0,4.5,75.0,1.0,29.0,1.0,energetic,100.0
-25.20712626511224,0.63,67.0,64.0,6.9,241.0,1.0,78.0,0.0,energetic,91.0
16.2,0.6,77.0,59.0,8.2,183.0,0.0,24.0,1.0,energetic,82.0
20.2,0.72,50.0,52.0,8.9,177.0,1.0,88.0,1.0,calm,74.0
22.8,0.81,65.0,58.0,7.6,97.0,1.0,8.0,0.0,energetic,90.0
12.7,0.5,56.0,47.0,7.7,31.0,1.0,19.0,1.0,energetic,79.0
14.4,0.62,-2.4755457816434614,59.0,9.5,297.0,0.0,69.0,1.0,energetic,70.0
29.7,0.75,52.0,40.0,6.4,43.0,0.0,12.0,1.0,calm,87.0
11.0,0.84,56.0,60.0,5.4,136.0,0.0,73.0,1.0,energetic,73.0
35.1,0.71,65.0,50.0,5.8,112.0,0.0,79.0,0.0,energetic,99.0
9.8,0.51,75.0,67.0,8.6,156.0,1.0,63.0,0.0,energetic,78.0
21.2,0.76,56.0,44.0,8.9,78.0,1.0,90.0,0.0,calm,82.0
23.7,0.64,59.0,49.0,8.0,281.0,1.0,52.0,0.0,calm,75.0
30.2,0.76,90.0,62.0,6.4,208.0,0.0,26.0,0.0,energetic,100.0
22.0,0.81,92.0,68.0,7.4,115.0,1.0,43.0,0.0,calm,100.0
23.8,0.83,86.0,76.0,9.4,198.0,1.0,16.0,0.0,energetic,100.0
20.7,0.76,63.0,68.0,4.3,261.0,1.0,39.0,1.0,energetic,85.0
5.9,0.62,49.0,55.0,9.0,228.0,0.0,49.0,0.0,energetic,58.0
23.1,0.58,91.0,76.0,6.1,150.0,1.0,50.0,0.0,calm,100.0
26.9,0.86,87.0,56.0,9.1,270.0,1.0,63.0,0.0,calm,100.0
32.6,0.72,66.0,69.0,8.8,78.0,0.0,73.0,1.0,energetic,93.0
16.0,0.95,50.0,42.0,9.0,105.0,0.0,77.0,1.0,energetic,85.0
11.9,0.65,91.0,75.0,6.8,230.0,1.0,28.0,0.0,energetic,91.0
20.5,0.7,91.0,67.0,9.9,261.0,0.0,37.0,1.0,energetic,89.0
24.3,0.81,54.0,59.0,7.7,149.0,0.0,69.0,0.0,energetic,88.0
13.8,0.71,67.0,59.0,9.4,59.0,0.0,54.0,0.0,calm,80.0
29.4,0.84,70.0,54.0,8.4,130.0,1.0,22.0,0.0,calm,98.0
19.0,0.73,78.0,72.0,6.3,300.0,0.0,60.0,0.0,energetic,87.0
36.8,1.0,74.0,45.0,5.1,55.0,0.0,87.0,0.0,calm,100.0
31.9,0.86,52.0,52.0,9.9,224.0,0.0,31.0,0.0,calm,85.0
5.2,0.71,78.0,59.0,5.9,35.0,1.0,81.0,0.0,calm,84.0
35.5,1.0,91.0,48.0,6.4,56.0,1.0,79.0,1.0,energetic,100.0
34.9,0.92,46.0,35.0,7.5,93.0,1.0,14.0,0.0,calm,95.0
39.3,0.82,79.0,51.0,7.7,139.0,0.0,30.0,1.0,energetic,100.0
31.8,0.74,87.0,71.0,5.3,87.0,1.0,13.0,1.0,energetic,100.0
26.2,0.81,88.0,59.0,6.5,280.0,0.0,10.0,0.0,energetic,100.0
-22.81271268529159,0.71,93.0,54.0,9.0,224.0,1.0,55.0,0.0,calm,82.0
8.4,0.65,87.0,72.0,7.4,260.0,0.0,50.0,1.0,calm,86.0
13.2,0.59,79.0,52.0,7.2,208.0,0.0,36.0,0.0,energetic,84.0
21.6,0.72,57.0,46.0,4.2,294.0,1.0,87.0,0.0,calm,78.0
17.9,0.68,74.0,49.0,5.7,243.0,1.0,24.0,0.0,calm,82.0
12.4,0.63,55.0,65.0,5.2,52.0,0.0,75.0,1.0,calm,82.0
17.9,0.74,77.0,61.0,16.99808149299915,55.0,1.0,32.0,0.0,energetic,93.0
34.2,0.75,69.0,43.0,8.9,276.0,1.0,70.0,0.0,calm,96.0
20.1,0.64,74.0,66.0,7.7,74.0,1.0,41.0,1.0,calm,89.0
36.0,0.8,63.0,59.0,7.1,144.0,1.0,64.0,0.0,energetic,100.0
13.3,0.65,48.0,40.0,4.6,202.0,1.0,19.0,1.0,calm,66.0
14.8,0.74,90.0,64.0,7.4,205.0,1.0,78.0,0.0,energetic,92.0
20.3,0.66,72.0,64.0,6.8,150.0,0.0,86.0,1.0,calm,85.0
23.1,0.65,76.0,72.0,9.7,262.0,0.0,23.0,1.0,energetic,85.0
16.7,0.52,,39.0,6.1,179.0,1.0,63.0,0.0,calm,70.0
28.2,0.76,73.0,59.0,5.6,130.0,0.0,48.0,0.0,energetic,96.0
36.5,0.95,84.0,61.0,7.4,175.0,1.0,23.0,1.0,energetic,100.0
6.6,0.57,68.0,60.0,5.0,227.0,1.0,31.0,0.0,calm,71.0
22.9,0.65,73.0,69.0,5.9,209.0,1.0,34.0,0.0,calm,95.0
38.5,1.0,89.0,57.0,5.8,108.0,1.0,65.0,0.0,energetic,100.0
7.1,0.59,62.0,43.0,9.6,233.0,0.0,19.0,0.0,energetic,66.0
9.3,0.74,41.0,35.0,9.0,168.0,1.0,72.0,0.0,calm,65.0
36.4,0.77,62.0,60.0,7.0,66.0,0.0,55.0,0.0,calm,99.0
6.2,0.6,86.0,55.0,8.1,151.0,0.0,13.0,1.0,energetic,79.0
9.9,0.64,92.0,62.0,7.2,183.0,1.0,61.0,0.0,energetic,87.0
32.8,0.78,85.0,47.0,5.4,83.0,1.0,43.0,1.0,energetic,100.0
39.3,0.91,47.0,36.0,8.8,176.0,1.0,73.0,0.0,calm,93.0
34.8,0.94,88.0,54.0,9.5,196.0,0.0,84.0,1.0,energetic,100.0
10.9,0.67,77.0,47.0,5.7,208.0,0.0,54.0,1.0,energetic,79.0
35.7,0.97,86.0,64.0,5.9,43.0,0.0,64.0,1.0,energetic,100.0
36.6,0.75,52.0,56.0,6.5,230.0,1.0,46.0,1.0,calm,93.0
13.7,0.65,73.0,49.0,7.1,121.0,0.0,16.0,1.0,calm,84.0
31.5,0.92,64.0,50.0,5.2,219.0,0.0,30.0,1.0,calm,94.0
9.4,0.6,53.0,47.0,4.7,66.0,0.0,79.0,0.0,calm,69.0
31.9,0.78,67.0,47.0,9.9,210.0,0.0,86.0,1.0,calm,92.0
6.4,0.73,82.0,72.0,9.6,80.0,0.0,81.0,0.0,calm,88.0
29.7,0.85,77.0,68.0,7.0,297.0,1.0,41.0,0.0,energetic,100.0
18.5,0.71,54.0,63.0,6.9,45.0,1.0,14.0,1.0,energetic,90.0
24.3,0.67,64.0,46.0,4.5,233.0,1.0,9.0,1.0,energetic,80.0
27.0,0.74,86.0,70.0,5.9,184.0,0.0,78.0,1.0,energetic,100.0
13.4,0.45,86.0,46.0,4.3,96.0,0.0,72.0,1.0,calm,75.0
18.3,0.64,78.0,47.0,5.9,282.0,0.0,48.0,0.0,energetic,85.0
10.0,0.62,43.0,46.0,8.9,246.0,1.0,70.0,1.0,calm,62.0
6.5,0.62,40.0,52.0,6.5,35.0,1.0,57.0,0.0,calm,68.0
24.1,0.74,78.0,47.0,8.3,281.0,0.0,9.0,0.0,energetic,89.0
30.3,1.0,46.0,63.0,9.5,37.0,0.0,46.0,0.0,energetic,100.0
39.4,0.95,91.0,50.0,7.5,282.0,0.0,83.0,1.0,energetic,100.0
28.5,0.93,51.0,62.0,9.0,299.0,0.0,45.0,1.0,calm,88.0
37.3,0.88,54.0,53.0,9.6,156.0,1.0,34.0,0.0,calm,99.0
19.9,0.44,77.0,72.0,4.5,197.0,1.0,29.0,0.0,calm,89.0
22.5,0.71,63.0,44.0,6.8,126.0,0.0,85.0,0.0,energetic,84.0
19.7,0.84,69.0,55.0,7.6,122.0,0.0,45.0,0.0,calm,88.0
7.5,0.59,89.0,71.0,16.22782726713721,63.0,0.0,16.0,0.0,energetic,82.0
5.7,0.72,58.0,44.0,4.6,33.0,0.0,89.0,0.0,calm,71.0
30.6,1.0,54.0,51.0,7.2,103.0,1.0,68.0,0.0,energetic,96.0
19.6,0.5,86.0,49.0,9.1,61.0,1.0,16.0,0.0,calm,90.0
11.1,0.8,71.0,51.0,6.4,116.0,1.0,19.0,1.0,calm,88.0
5.6,0.54,65.0,56.0,9.5,74.0,0.0,19.0,0.0,calm,73.0
15.9,0.71,81.0,64.0,8.7,-190.37044710741273,0.0,68.0,1.0,calm,87.0
33.4,0.6,67.0,9.109457697843744,-1.573286573285408,179.0,0.0,60.0,0.0,calm,91.0
14.3,0.64,59.0,60.0,7.8,161.0,1.0,47.0,1.0,calm,72.0
22.7,0.79,85.0,63.0,5.0,265.0,0.0,38.0,1.0,calm,93.0
33.1,0.7,70.0,42.0,8.1,113.0,0.0,74.0,0.0,energetic,96.0
23.1,0.69,92.0,61.0,6.8,118.0,0.0,59.0,0.0,calm,97.0
28.6,0.86,90.0,51.0,5.0,80.0,1.0,42.0,0.0,energetic,100.0
8.2,0.56,75.0,,5.8,189.0,1.0,27.0,0.0,energetic,67.0
36.4,0.91,66.0,41.0,6.3,258.0,1.0,28.0,1.0,energetic,100.0
30.1,0.75,59.0,50.0,5.8,77.0,1.0,46.0,0.0,energetic,92.0
30.1,0.6,56.0,45.0,4.3,108.0,0.0,27.0,0.0,calm,78.0
18.1,0.75,64.0,45.0,4.4,155.0,0.0,64.0,0.0,energetic,83.0
15.5,0.79,94.0,50.0,6.9,177.0,0.0,62.0,1.0,calm,93.0
14.5,0.59,67.0,41.0,4.0,140.0,1.0,50.0,1.0,calm,69.0
13.4,0.43,43.0,,5.2,279.0,0.0,38.0,1.0,energetic,56.0
